idHermandad;tipoPaso;hora;localizacion;difHora;esCarreraOficial
4;CRUZGUIA;21:30;Guadalajara;;0
4;CRUZGUIA;22:00;Vigo;;0
4;CRUZGUIA;22:30;Espejo;;0
4;CRUZGUIA;23:00;Almenas;;0
4;CRUZGUIA;23:30;Pl. Retiro;;0
4;CRUZGUIA;00:00;Rosas;;0
4;CRUZGUIA;00:30;Entrada;;0
4;PALIO;19:00;Salida;19:04;0
4;PALIO;19:30;Soria;;0
4;PALIO;20:00;Logroño;;0
4;PALIO;20:30;Asensio y Toledo;;0
4;PALIO;21:00;Almirante Argandoña;;0
4;PALIO;21:30;Santa Margarita;;0
4;PALIO;22:00;Pamplona;;0
4;PALIO;22:30;Guadalajara;;0
4;PALIO;23:00;Caldereros;;0
4;PALIO;23:30;Pl. Cadenas;;0
4;PALIO;00:00;Almenas;;0
4;PALIO;00:30;Alcuceros;;0
4;PALIO;01:00;Rosas;;0
4;PALIO;01:30;Entrada;;0
5;CRUZGUIA;20:00;Salida - C. de Bustillo;;0
5;CRUZGUIA;20:30;Prosperidad;;0
5;CRUZGUIA;21:00;Febo;;0
5;CRUZGUIA;21:30;Victoria;;0
5;CRUZGUIA;22:00;Parroquia de Santa Ana;;0
5;CRUZGUIA;22:30;Pureza;;0
5;CRUZGUIA;23:00;Rodrigo de Triana;;0
5;CRUZGUIA;23:30;San Jacinto;;0
5;CRUZGUIA;00:00;Entrada;00:10;0
5;PASO;20:00;Salida;20:15;0
5;PASO;20:30;Evangelista;;0
5;PASO;21:00;Trabajo;;0
5;PASO;21:30;Pagés del Corro;;0
5;PASO;22:00;Pl. Santa Ana;;0
5;PASO;22:30;Pureza;;0
5;PASO;23:00;Fabié;;0
5;PASO;23:30;San Jacinto;;0
5;PASO;00:00;San Jacinto;;0
5;PASO;00:30;Entrada;;0
6;CRUZGUIA;19:30;Salida;19:45;0
6;CRUZGUIA;20:00;Cardenal Carlos Amigo;;0
6;CRUZGUIA;20:30;Álvarez Quintero;;0
6;CRUZGUIA;21:00;Fernández y González;;0
6;CRUZGUIA;21:30;García de Vinuesa;;0
6;CRUZGUIA;22:00;Real de la Carretería;;0
6;CRUZGUIA;22:30;Postigo del Aceite;;0
6;CRUZGUIA;23:00;Joaq. Romero Murube;;0
6;CRUZGUIA;23:30;Pl. Virgen de los Reyes;;0
6;CRUZGUIA;00:00;Entrada;23:45;0
6;PASO;20:00;Salida;;0
6;PASO;20:30;Chapineros;;0
6;PASO;21:00;Plaza Nueva;;0
6;PASO;21:30;Fernández y González;;0
6;PASO;22:00;Puerta del Arenal;;0
6;PASO;22:30;Dos de Mayo;;0
6;PASO;23:00;Pl. Triunfo;;0
6;PASO;23:30;Mateos Gago;;0
6;PASO;00:00;Entrada;;0
7;CRUZGUIA;15:00;Salida;15:10;0
7;CRUZGUIA;15:30;Doctora;;0
7;CRUZGUIA;16:00;Puebla del Río;;0
7;CRUZGUIA;16:30;Doña Francisquita;;0
7;CRUZGUIA;17:00;Doña Francisquita;;0
7;CRUZGUIA;17:30;Puerto de la Mora;;0
7;CRUZGUIA;18:00;Calatayud;;0
7;CRUZGUIA;18:30;Ntra. Sra. Dolores;;0
7;CRUZGUIA;19:00;Párroco A. Gómez Villa.;;0
7;CRUZGUIA;19:30;Párroco A. Gómez Villa.;;0
7;CRUZGUIA;20:00;Galicia;;0
7;CRUZGUIA;20:30;Coimbra;;0
7;CRUZGUIA;21:00;Avda. Gavilanes;;0
7;CRUZGUIA;21:30;Doña Francisquita;;0
7;CRUZGUIA;22:00;Doña Francisquita;;0
7;CRUZGUIA;22:30;Ronda Padre Pío;;0
7;CRUZGUIA;23:00;Carrión de los Céspedes;;0
7;CRUZGUIA;23:30;Puebla de Cazalla;;0
7;CRUZGUIA;00:00;Castillo de las Guardas;;0
7;CRUZGUIA;00:30;Entrada;;0
7;PALIO;16:00;Salida;;0
7;PALIO;16:30;Avda. La Plata;;0
7;PALIO;17:00;Doña Francisquita;;0
7;PALIO;17:30;Doña Francisquita;;0
7;PALIO;18:00;Puerto de Piedrafita;;0
7;PALIO;18:30;Fco Carrera Iglesias;;0
7;PALIO;19:00;Afán de Ribera;;0
7;PALIO;19:30;Ntra. Sra. Dolores;;0
7;PALIO;20:00;Párroco A. Gómez Villa.;;0
7;PALIO;20:30;Galicia;;0
7;PALIO;21:00;Lisboa;;0
7;PALIO;21:30;Coimbra;;0
7;PALIO;22:00;Doña Francisquita;;0
7;PALIO;22:30;Avda. Plata;;0
7;PALIO;23:00;Ronda de Padre Pío;;0
7;PALIO;23:30;Carrión de los Céspedes;;0
7;PALIO;00:00;Puebla de Cazalla;;0
7;PALIO;00:30;Castillo de las Guardas;;0
7;PALIO;01:00;Ronda Padre Pío;;0
7;PALIO;01:30;Entrada;;0
8;CRUZGUIA;16:30;Salida;16:45;0
8;CRUZGUIA;17:00;Pl. Platanero;;0
8;CRUZGUIA;17:30;Ébano;;0
8;CRUZGUIA;18:00;Abedul;;0
8;CRUZGUIA;18:30;Torremejías;;0
8;CRUZGUIA;19:00;Torresquevedo;;0
8;CRUZGUIA;19:30;Torrellana;;0
8;CRUZGUIA;20:00;Pl. Inmacul. Corazón Mª.;;0
8;CRUZGUIA;20:30;Pl. Inmacul. Corazón Mª.;;0
8;CRUZGUIA;21:00;Torrevieja;;0
8;CRUZGUIA;21:30;Torrelaguna;;0
8;CRUZGUIA;22:00;Torrecuadrada;;0
8;CRUZGUIA;22:30;Torrescarcela;;0
8;CRUZGUIA;23:00;Torremocha;;0
8;CRUZGUIA;23:30;Pl. Salvador Valverde;;0
8;CRUZGUIA;00:00;Cedro;;0
8;CRUZGUIA;00:30;Entrada;;0
8;PALIO;17:30;Salida;17:45;0
8;PALIO;18:00;Pl. Platanero;;0
8;PALIO;18:30;Ébano;;0
8;PALIO;19:00;Abedul;;0
8;PALIO;19:30;Torregorda;;0
8;PALIO;20:00;Torremejías;;0
8;PALIO;20:30;Torrellana;;0
8;PALIO;21:00;Toresbermejas;;0
8;PALIO;21:30;Pl. Inmacul. Corazón Mª.;;0
8;PALIO;22:00;Pl. Inmacul. Corazón Mª.;;0
8;PALIO;22:30;Torrelaguna;;0
8;PALIO;23:00;Torrecuadrada;;0
8;PALIO;23:30;Torrescarcelas;;0
8;PALIO;00:00;Torremocha;;0
8;PALIO;00:30;Pl. Salvador Valverde;;0
8;PALIO;01:00;Cedro - Pl. Acacias;;0
8;PALIO;01:30;Entrada;2:15;0
9;CRUZGUIA;17:30;Salida;;0
9;CRUZGUIA;18:00;Carmen Conde;;0
9;CRUZGUIA;18:30;Ildefonso Mara. Lavín;;0
9;CRUZGUIA;19:00;Turia;;0
9;CRUZGUIA;19:30;Ciudad de Chiva;;0
9;CRUZGUIA;20:00;Ciudad del Alfafar;;0
9;CRUZGUIA;20:30;Parroquia;;0
9;CRUZGUIA;21:00;Ntra. Sra. Desamparad.;;0
9;CRUZGUIA;21:30;Jesús del Divino Perdón;;0
9;CRUZGUIA;22:00;Ildefonso Mara. Lavín;;0
9;CRUZGUIA;22:30;Pl. Obradoiro;;0
9;CRUZGUIA;23:00;Ciudad de Chiva;;0
9;CRUZGUIA;23:30;Emilia Barral;;0
9;CRUZGUIA;00:00;Entrada;;0
9;PALIO;18:00;Salida;18:15;0
9;PALIO;18:30;Carmen Conde;;0
9;PALIO;19:00;Ildefonso Mara. Lavín;;0
9;PALIO;19:30;Ildefonso Mara. Lavín;;0
9;PALIO;20:00;Avda. Las ONG;;0
9;PALIO;20:30;Ciudad de Chiva;;0
9;PALIO;21:00;Ciudad del Alfafar;;0
9;PALIO;21:30;Parroquia Desampar.;;0
9;PALIO;22:00;Ntra. Sra. Desamparad.;;0
9;PALIO;22:30;Ontur;;0
9;PALIO;23:00;Ciudad de Chiva;;0
9;PALIO;23:30;Pl. Obradoiro;;0
9;PALIO;00:00;Ciudad de Chiva;;0
9;PALIO;00:30;Emilia Barral;;0
9;PALIO;01:00;Entrada;;0
10;CRUZGUIA;17:00;Salida;;0
10;CRUZGUIA;17:30;Antonio Filpo Rojas;;0
10;CRUZGUIA;18:00;Urquiza;;0
10;CRUZGUIA;18:30;Arroyo;;0
10;CRUZGUIA;19:00;Mateos;;0
10;CRUZGUIA;19:30;Cristo de las Cinco Llagas;;0
10;CRUZGUIA;20:00;Sol;;0
10;CRUZGUIA;20:30;Maria Auxiliadora;;0
10;CRUZGUIA;21:00;San Juan Bosco;;0
10;CRUZGUIA;21:30;Jabugo;;0
10;CRUZGUIA;22:00;M. Gómez Zarzuela;;0
10;CRUZGUIA;22:30;Vicente Alanís;;0
10;CRUZGUIA;23:00;Guanahaní;;0
10;CRUZGUIA;23:30;Nicasio Gallego;;0
10;CRUZGUIA;00:00;Entrada;00:05;0
10;PALIO;17:30;Salida;;0
10;PALIO;18:00;Antonio Filpo Rojas;;0
10;PALIO;18:30;Venecia;;0
10;PALIO;19:00;Arroyo;;0
10;PALIO;19:30;Mateos;;0
10;PALIO;20:00;Cristo de las Cinco Llagas;;0
10;PALIO;20:30;Sol;;0
10;PALIO;21:00;Madre Isabel de la Trinidad;;0
10;PALIO;21:30;San Juan Bosco;;0
10;PALIO;22:00;Jabugo;;0
10;PALIO;22:30;M. Gómez Zarzuela;;0
10;PALIO;23:00;José María de Mena;;0
10;PALIO;23:30;Arroyo;;0
10;PALIO;00:00;Luis Álvarez Duarte;;0
10;PALIO;00:30;Entrada;00:40;0
11;CRUZGUIA;16:30;Salida;;0
11;CRUZGUIA;17:00;Avda. Ciudad Jardín;;0
11;CRUZGUIA;17:30;Antonio de Nebrija;;0
11;CRUZGUIA;18:00;Almotamid;;0
11;CRUZGUIA;18:30;Arzobispo Salcedo;;0
11;CRUZGUIA;19:00;Gran Plaza;;0
11;CRUZGUIA;19:30;Eduardo Dato;;0
11;CRUZGUIA;20:00;San Juan de Dios;;0
11;CRUZGUIA;20:30;Espinosa y Cárcel;;0
11;CRUZGUIA;21:00;Villegas Marmolejo;;0
11;CRUZGUIA;21:30;Parque García Lorca;;0
11;CRUZGUIA;22:00;Fernández de Ribera;;0
11;CRUZGUIA;22:30;Avda. Ciudad Jardín;;0
11;CRUZGUIA;23:00;Entrada;22:40;0
11;PALIO;17:00;Salida;17:10;0
11;PALIO;17:30;Avda. Ciudad Jardín;;0
11;PALIO;18:00;Card. Rodrigo de Castro;;0
11;PALIO;18:30;Antonio de Nebrija;;0
11;PALIO;19:00;Almotamid;;0
11;PALIO;19:30;Alfonso XI;;0
11;PALIO;20:00;Eduardo Dato;;0
11;PALIO;20:30;San Juan de Dios;;0
11;PALIO;21:00;San Juan de Dios;;0
11;PALIO;21:30;Santa María Mazzarello;;0
11;PALIO;22:00;Villegas y Marmolejo;;0
11;PALIO;22:30;Parque García Lorca;;0
11;PALIO;23:00;Marqués del Nervión;;0
11;PALIO;23:30;Fernández de Ribera;;0
11;PALIO;00:00;Entrada;;0
12;CRUZGUIA;14:30;Salida;;0
12;CRUZGUIA;15:00;Lasso de la V.;;0
12;CRUZGUIA;15:30;J. Gran Poder;;0
12;CRUZGUIA;16:00;Campana;16:05;1
12;CRUZGUIA;16:30;Plaza;16:45;1
12;CRUZGUIA;17:00;S. Miguel;17:11;1
12;CRUZGUIA;17:30;P. Palos;;1
12;CRUZGUIA;18:00;Álv. Quintero;;0
12;CRUZGUIA;18:30;Entrada;;0
12;PASO;15:00;Salida;;0
12;PASO;15:30;Orfila;;0
12;PASO;16:00;San Miguel;;0
12;PASO;16:30;Campana;14:31;1
12;PASO;17:00;Plaza;17:11;1
12;PASO;17:30;S. Miguel;17:37;1
12;PASO;18:00;P. Palos;17:56;1
12;PASO;18:30;Chapineros;;0
12;PASO;19:00;Entrada;;0
13;CRUZGUIA;14:00;Salida;14:17;0
13;CRUZGUIA;14:30;Zaragoza;;0
13;CRUZGUIA;15:00;San Pablo;;0
13;CRUZGUIA;15:30;Pl. Magdalena;;0
13;CRUZGUIA;16:00;O'Donnell;;0
13;CRUZGUIA;16:30;Campana;16:31;1
13;CRUZGUIA;17:00;Plaza;17:11;1
13;CRUZGUIA;17:30;S. Miguel;17:37;1
13;CRUZGUIA;18:00;P. Palos;17:56;1
13;CRUZGUIA;18:30;T. de Ibarra;;0
13;CRUZGUIA;19:00;Dos de Mayo;;0
13;CRUZGUIA;19:30;Real Carretería;;0
13;CRUZGUIA;20:00;Gamazo;;0
13;CRUZGUIA;20:30;Zaragoza;;0
13;CRUZGUIA;21:00;Fray B. Casas;;0
13;CRUZGUIA;21:30;Entrada;21:20;0
13;PALIO;15:00;Salida;15:10;0
13;PALIO;15:30;Zaragoza;;0
13;PALIO;16:00;San Pablo;;0
13;PALIO;16:30;Velázquez;;0
13;PALIO;17:00;Campana;17:00;1
13;PALIO;17:30;Plaza;17:40;1
13;PALIO;18:00;S. Miguel;18:06;1
13;PALIO;18:30;P. Palos;18:25;1
13;PALIO;19:00;A. R. Jurado;;0
13;PALIO;19:30;T. de Ibarra;;0
13;PALIO;20:00;Dos de Mayo;;0
13;PALIO;20:30;Real Carretería;;0
13;PALIO;21:00;Castelar;;0
13;PALIO;21:30;Zaragoza;;0
13;PALIO;22:00;Fray B. Casas;;0
13;PALIO;22:30;Entrada;22:40;0
14;CRUZGUIA;13:00;Salida;;0
14;CRUZGUIA;13:30;Aniceto Saenz;;0
14;CRUZGUIA;14:00;Relator;;0
14;CRUZGUIA;14:30;Feria;;0
14;CRUZGUIA;15:00;Feria;;0
14;CRUZGUIA;15:30;Europa;;0
14;CRUZGUIA;16:00;Trajano;;0
14;CRUZGUIA;16:30;Pl. Duque;;0
14;CRUZGUIA;17:00;Campana;;1
14;CRUZGUIA;17:30;Plaza;17:40;1
14;CRUZGUIA;18:00;S. Miguel;18:06;1
14;CRUZGUIA;18:30;P. Palos;18:25;1
14;CRUZGUIA;19:00;Villegas;;0
14;CRUZGUIA;19:30;Pl. Alfalfa;;0
14;CRUZGUIA;20:00;Pl. Cristo Burg.;;0
14;CRUZGUIA;20:30;D. Mª Coronel;;0
14;CRUZGUIA;21:00;Bustos Tavera;;0
14;CRUZGUIA;21:30;Hiniesta;;0
14;CRUZGUIA;22:00;Hiniesta;;0
14;CRUZGUIA;22:30;Pl. Moravia;;0
14;CRUZGUIA;23:00;Entrada;22:45;0
14;PALIO;14:00;Salida;14:05;0
14;PALIO;14:30;Pta. Córdoba;;0
14;PALIO;15:00;Aniceto Saenz;;0
14;PALIO;15:30;Relator;;0
14;PALIO;16:00;Feria;;0
14;PALIO;16:30;Correduría;;0
14;PALIO;17:00;Trajano;;0
14;PALIO;17:30;Campana;17:45;1
14;PALIO;18:00;Plaza;18:25;1
14;PALIO;18:30;S. Miguel;18:51;1
14;PALIO;19:00;P. Palos;19:10;1
14;PALIO;19:30;Alemanes;;0
14;PALIO;20:00;Francos;;0
14;PALIO;20:30;Tres Caídas;;0
14;PALIO;21:00;Pl. Cristo Burg.;;0
14;PALIO;21:30;D. Mª Coronel;;0
14;PALIO;22:00;Bustos Tavera;;0
14;PALIO;22:30;San Marcos;;0
14;PALIO;23:00;Hiniesta;;0
14;PALIO;23:30;Hiniesta;;0
14;PALIO;00:00;Pl. Moravia;;0
14;PALIO;00:30;Entrada;;0
15;CRUZGUIA;13:00;Salida;;0
15;CRUZGUIA;13:30;Gta. Covadonga;;0
15;CRUZGUIA;14:00;Pl. España;;0
15;CRUZGUIA;14:30;Palos Frontera;;0
15;CRUZGUIA;15:00;Av. Constitución;;0
15;CRUZGUIA;15:30;P. del Aceite;;0
15;CRUZGUIA;16:00;Castelar;;0
15;CRUZGUIA;16:30;Barcelona;;0
15;CRUZGUIA;17:00;Tetuán;;0
15;CRUZGUIA;17:30;Campana;17:45;1
15;CRUZGUIA;18:00;Plaza;18:25;1
15;CRUZGUIA;18:30;S. Miguel;18:51;1
15;CRUZGUIA;19:00;P. Palos;19:10;1
15;CRUZGUIA;19:30;Pl. Contratación;;0
15;CRUZGUIA;20:00;Avda. Roma;;0
15;CRUZGUIA;20:30;Palos Frontera;;0
15;CRUZGUIA;21:00;Pl. España;;0
15;CRUZGUIA;21:30;Gta. Covadonga;;0
15;CRUZGUIA;22:00;Brasil;;0
15;CRUZGUIA;22:30;Río de la Plata;;0
15;CRUZGUIA;23:00;Entrada;;0
15;PALIO;14:00;Salida;14:15;0
15;PALIO;14:30;Brasil;;0
15;PALIO;15:00;Avda. Borbolla;;0
15;PALIO;15:30;Pl. España;;0
15;PALIO;16:00;Palos Frontera;;0
15;PALIO;16:30;Av. Constitución;;0
15;PALIO;17:00;P. del Aceite;;0
15;PALIO;17:30;Castelar;;0
15;PALIO;18:00;Tetuán;;0
15;PALIO;18:30;Campana;18:46;1
15;PALIO;19:00;Plaza;19:26;1
15;PALIO;19:30;Avenida;;1
15;PALIO;20:00;S. Miguel;20:28;1
15;PALIO;20:30;P. Palos;20:47;1
15;PALIO;21:00;Pl. Contratación;;0
15;PALIO;21:30;Avda. Roma;;0
15;PALIO;22:00;Gta. del Cid;;0
15;PALIO;22:30;Pl. España Torre N.;;0
15;PALIO;23:00;Pl. España Torre S.;;0
15;PALIO;23:30;Gta. Covadonga;;0
15;PALIO;00:00;Río de la Plata;;0
15;PALIO;00:30;San Salvador;;0
15;PALIO;01:00;Entrada;;0
16;CRUZGUIA;16:00;Salida;16:15;0
16;CRUZGUIA;16:30;C. M. Santiago;;0
16;CRUZGUIA;17:00;Laraña;;0
16;CRUZGUIA;17:30;Orfila;;0
16;CRUZGUIA;18:00;J. Gran Poder;;0
16;CRUZGUIA;18:30;Campana;18:46;1
16;CRUZGUIA;19:00;Plaza;19:26;1
16;CRUZGUIA;19:30;Avenida;;1
16;CRUZGUIA;20:00;S. Miguel;20:28;1
16;CRUZGUIA;20:30;P. Palos;20:47;1
16;CRUZGUIA;21:00;Alemanes;;0
16;CRUZGUIA;21:30;Francos;;0
16;CRUZGUIA;22:00;Alfalfa;;0
16;CRUZGUIA;22:30;Gerona;;0
16;CRUZGUIA;23:00;Entrada;;0
16;PALIO;16:30;Salida;16:50;0
16;PALIO;17:00;Alhóndiga;;0
16;PALIO;17:30;Imagen;;0
16;PALIO;18:00;Orfila;;0
16;PALIO;18:30;San Miguel;;0
16;PALIO;19:00;Campana;19:22;1
16;PALIO;19:30;Plaza;20:02;1
16;PALIO;20:00;S. Miguel;20:28;1
16;PALIO;20:30;P. Palos;20:44;1
16;PALIO;21:00;Card. C. Amigo;;0
16;PALIO;21:30;Francos;;0
16;PALIO;22:00;Alfalfa;;0
16;PALIO;22:30;Pl. C. Burgos;;0
16;PALIO;23:00;D. Mª Coronel;;0
16;PALIO;23:30;Entrada;23:40;0
17;CRUZGUIA;16:30;Salida;16:35;0
17;CRUZGUIA;17:00;Puñonrostro;;0
17;CRUZGUIA;17:30;Ponce de León;;0
17;CRUZGUIA;18:00;Imagen;;0
17;CRUZGUIA;18:30;Laraña;;0
17;CRUZGUIA;19:00;Campana;19:22;1
17;CRUZGUIA;19:30;Plaza;20:02;1
17;CRUZGUIA;20:00;S. Miguel;20:28;1
17;CRUZGUIA;20:30;P. Palos;20:47;1
17;CRUZGUIA;21:00;Arg. de Molina;;0
17;CRUZGUIA;21:30;C. del Rosario;;0
17;CRUZGUIA;22:00;C. Rey D. Pedro;;0
17;CRUZGUIA;22:30;Caballerizas;;0
17;CRUZGUIA;23:00;Medinaceli;;0
17;CRUZGUIA;23:30;Guadalupe;;0
17;CRUZGUIA;00:00;Entrada;;0
17;PALIO;17:30;Salida;;0
17;PALIO;18:00;Puerta Osario;;0
17;PALIO;18:30;Ponce de León;;0
17;PALIO;19:00;Encarnación;;0
17;PALIO;19:30;Campana;19:57;1
17;PALIO;20:00;Sierpes;;1
17;PALIO;20:30;Plaza;20:37;1
17;PALIO;21:00;S. Miguel;21:03;1
17;PALIO;21:30;P. Palos;21:22;1
17;PALIO;22:00;Francos;;0
17;PALIO;22:30;Alfalfa;;0
17;PALIO;23:00;Pl. S. Ildefonso;;0
17;PALIO;23:30;Águilas;;0
17;PALIO;00:00;Imperial;;0
17;PALIO;00:30;M. Navarros;;0
17;PALIO;01:00;Entrada;01:10;0
18;CRUZGUIA;18:00;Salida;18:25;0
18;CRUZGUIA;18:30;Feria;;0
18;CRUZGUIA;19:00;Amor de Dios;;0
18;CRUZGUIA;19:30;Campana;19:57;1
18;CRUZGUIA;20:00;Sierpes;;1
18;CRUZGUIA;20:30;Plaza;20:37;1
18;CRUZGUIA;21:00;S. Miguel;21:03;1
18;CRUZGUIA;21:30;P. Palos;21:22;1
18;CRUZGUIA;22:00;Villegas;;0
18;CRUZGUIA;22:30;Cuna;;0
18;CRUZGUIA;23:00;Encarnación;;0
18;CRUZGUIA;23:30;Espíritu Santo;;0
18;CRUZGUIA;00:00;Entrada;;0
18;PALIO;19:00;Salida;;0
18;PALIO;19:30;Conde de Torrejón;;0
18;PALIO;20:00;Trajano;;0
18;PALIO;20:30;Campana;20:37;1
18;PALIO;21:00;Plaza;21:17;1
18;PALIO;21:30;S. Miguel;21:43;1
18;PALIO;22:00;P. Palos;22:02;1
18;PALIO;22:30;Francos;;0
18;PALIO;23:00;Cuna;;0
18;PALIO;23:30;Laraña;;0
18;PALIO;00:00;Alcázares;;0
18;PALIO;00:30;Espíritu Santo;;0
18;PALIO;01:00;Entrada;01:05;0
19;CRUZGUIA;17:30;Salida;17:45;0
19;CRUZGUIA;18:00;Pte de Triana;;0
19;CRUZGUIA;18:30;Reyes Católicos;;0
19;CRUZGUIA;19:00;San Pablo;;0
19;CRUZGUIA;19:30;San Pablo;;0
19;CRUZGUIA;20:00;Rioja;;0
19;CRUZGUIA;20:30;Campana;20:37;1
19;CRUZGUIA;21:00;Plaza;21:17;1
19;CRUZGUIA;21:30;S. Miguel;21:43;1
19;CRUZGUIA;22:00;P. Palos;22:02;1
19;CRUZGUIA;22:30;Arfe;;0
19;CRUZGUIA;23:00;Adriano;;0
19;CRUZGUIA;23:30;Reyes Católicos;;0
19;CRUZGUIA;00:00;Pte de Triana;;0
19;CRUZGUIA;00:30;Pl. Altozano;;0
19;CRUZGUIA;01:00;Entrada;01:05;0
19;PALIO;19:00;Salida;19:20;0
19;PALIO;19:30;San Jacinto;;0
19;PALIO;20:00;Pte de Triana;;0
19;PALIO;20:30;San Pablo;;0
19;PALIO;21:00;Rioja;;0
19;PALIO;21:30;Campana;21:47;1
19;PALIO;22:00;Plaza;22:27;1
19;PALIO;22:30;S. Miguel;22:53;1
19;PALIO;23:00;P. Palos;23:12;1
19;PALIO;23:30;Fray Cef. Glez;;0
19;PALIO;00:00;Postigo;;0
19;PALIO;00:30;Arfe;;0
19;PALIO;01:00;Adriano;;0
